method,setting,threshold,accuracy_pct,speed_tps,speculative_tps,speedup_ours
baseline,default,,,76.41347886449678,41.41404970473187,1.8451100389674269
speculative,default,,,41.41404970473187,41.41404970473187,1.0
autojudge,threshold=0.005,0.005,,28.22789754751773,41.41404970473187,0.6816019623478763
autojudge,threshold=0.01,0.01,,28.246277705857718,41.41404970473187,0.6820457769101089
autojudge,threshold=0.03,0.03,,28.216866128060516,41.41404970473187,0.6813355933369762
autojudge,threshold=0.05,0.05,,28.159835020640244,41.41404970473187,0.6799584976936648
autojudge,threshold=0.09,0.09,,28.51926877949297,41.41404970473187,0.6886375271876496
autojudge,threshold=0.14,0.14,,28.597399116978448,41.41404970473187,0.6905240931729257
autojudge,threshold=0.23,0.23,,28.781241353707568,41.41404970473187,0.6949632204265958
autojudge,threshold=1,1.0,,37.129470796275655,41.41404970473187,0.89654286554916
topk,topk_rank=16,,,43.845195254372186,41.41404970473187,1.0587034005844287
topk,topk_rank=2,,,39.916795058140295,41.41404970473187,0.9638466979861545
topk,topk_rank=32,,,43.868298724061304,41.41404970473187,1.059261266087895
topk,topk_rank=4,,,42.83213311620791,41.41404970473187,1.0342416021033078
topk,topk_rank=8,,,43.619256997291004,41.41404970473187,1.0532478061981745
topk,topk_rank=all,,,44.02092388039002,41.41404970473187,1.0629466133895207
